id,elev
313,1995
3130,2526
3131,2292
3132,2234
3133,2181
3134,2659
3135,2407
3136,2330
3137,2320
3138,2301
3139,2770
314,2054
3140,2290
3141,2556
3142,2440
3143,2758
3144,2470
3145,2756
3146,2721
3147,2035
3148,1992
3149,2229
315,1925
3150,2046
3151,2364
3152,2316
3153,2078
3154,2078
3155,2248
3156,2097
3157,2338
3158,2110
3159,2135
316,1775
3160,1937
3161,2243
3162,2109
3163,2379
3164,2183
3165,2429
3166,2437
3167,2026
3168,2035
3169,2298
317,3093
3170,2103
3171,2232
3172,1919
3173,1962
3174,2096
3175,2063
3176,2125
3177,2120
3178,2622
3179,2562
318,2881
3180,2285
3181,1866
3182,1832
3183,1921
3184,2050
3185,2742
3186,2958
3187,1824
319,2353
32,2218
320,1774
321,2779
322,1597
323,2240
324,3514
325,1514
326,1834
327,3351
328,1727
329,2199
33,2218
330,1908
331,2026
332,2232
333,2212
334,2289
335,2885
336,2242
337,2785
338,2491
339,2578
34,2214
340,2244
341,2173
342,2982
343,2460
344,1744
345,2117
346,2440
347,2539
348,1604
349,2072
35,2235
350,1961
351,1820
352,1752
353,2020
354,2262
355,2758
356,2703
357,2593
358,2411
359,2562
36,2179
360,2605
361,2944
362,1991
363,2207
364,1775
365,1775
366,1853
367,1871
368,1853
369,1682
37,2254
370,2721
371,2466
372,2038
373,1973
374,2029
375,1955
376,2367
377,1880
378,1875
379,1862
38,2456
380,2412
381,3091
382,1952
383,2334
384,2520
385,2378
386,2385
387,2446
388,2556
389,2365
39,2244
390,2307
391,2374
392,2351
393,2373
394,1963
395,2533
396,2548
397,2464
398,2542
399,2349
4,1942
40,2236
400,2001
401,1995
402,2511
403,2536
404,1961
405,2003
406,1905
407,1994
408,2522
409,2016
41,2494
410,2533
411,2485
412,2446
413,2045
414,2376
415,2145
416,2369
417,2545
418,2340
419,2382
42,2216
420,2004
421,2362
422,2295
423,2107
424,1758
425,1930
426,1953
427,2363
428,2428
429,1990
43,2153
430,1809
431,1849
432,2029
433,1795
434,2438
435,2318
436,2423
437,2024
438,2929
439,1991
44,2241
440,2036
441,2128
442,2246
443,2010
444,2053
445,2648
446,2073
447,1956
448,2119
449,2060
45,2192
450,2314
451,2578
452,2975
453,2301
454,2224
455,2312
456,2425
457,2352
458,2707
459,2353
46,2520
460,2290
461,2485
462,2428
463,2334
464,2565
465,2231
466,2524
467,2195
468,2278
469,2238
47,2174
470,1833
471,1795
472,1900
473,1672
474,1523
475,2383
476,1602
477,1735
478,1773
479,1902
48,2493
480,2133
481,2407
482,3043
483,2507
484,2554
485,2859
486,2717
487,2618
488,3211
489,2556
49,2457
490,2648
491,3489
492,3161
493,2579
494,2448
495,3288
496,2675
497,2569
498,2358
499,3037
5,1858
50,2453
500,2522
501,3219
502,2433
503,2371
504,2800
505,2774
506,1979
507,2375
508,2348
509,2439
51,2289
510,3106
511,2892
512,2703
513,2839
514,2574
515,2859
516,2677
517,2489
518,2345
519,2425
52,2214
520,2679
521,2558
522,2573
523,2572
524,2570
525,2585
526,2619
527,2754
528,2661
529,2803
53,2206
530,2758
531,2641
532,2642
533,3374
534,2619
535,2386
536,2507
537,2034
538,2110
539,2492
54,2220
540,1657
541,2400
542,2811
543,2487
544,2819
545,1642
546,1986
547,1572
548,2437
549,2444
55,2188
550,2001
551,1757
552,2024
553,2468
554,2633
555,2751
556,2203
557,3402
558,2251
559,2338
56,2289
560,2811
561,2310
562,2589
563,2687
564,2338
565,2516
566,2248
567,2275
568,2125
569,2271
57,2217
570,2662
571,1804
572,3075
573,2243
574,2191
575,1881
576,2669
577,2712
578,2620
579,1923
58,2217
580,1898
581,3021
582,2958
583,3450
584,2578
585,2414
586,1872
587,1899
588,3182
589,3291
59,2152
590,2238
591,3003
592,2192
593,3010
594,2963
595,2745
596,3208
597,3418
598,3300
599,2947
6,2039
60,2340
600,2320
601,2814
602,3006
603,3479
604,2694
605,1728
606,1705
607,2564
608,2455
609,2982
61,2441
610,3354
611,2524
612,3227
613,2096
614,2248
615,2109
616,2514
617,2553
618,2280
619,3404
62,2445
620,2477
621,2061
622,2394
623,2500
624,2408
625,2239
626,2403
627,2500
628,2495
629,2526
63,2786
630,1930
631,1890
632,1926
633,2053
634,2002
635,2093
636,1985
637,2117
638,2562
639,2468
64,2486
640,2240
641,2160
642,2490
643,2323
644,2559
645,2290
646,2669
647,2867
648,2360
649,2114
65,2470
650,1857
651,2453
652,2100
653,2229
654,2103
655,2193
656,1725
657,2209
658,2021
659,2212
66,3070
660,1714
661,1872
662,2256
663,1700
664,2029
665,2167
666,1781
667,2031
668,2010
669,2070
67,3569
670,2043
671,1181
672,2045
673,2034
674,1735
675,2018
676,2030
677,2014
678,2259
679,1985
68,3261
680,2073
681,1780
682,2066
683,2033
684,2111
685,1810
686,1932
687,1362
688,3515
689,2213
69,3192
690,2413
691,3121
692,2518
693,3017
694,2433
695,3071
696,2928
697,2796
698,3167
699,2816
7,2039
70,2727
700,2570
701,3000
702,2844
703,2424
704,1861
705,2252
706,2268
707,2211
708,1626
709,3320
71,2510
710,1948
711,1796
712,2436
713,3471
714,1878
715,1871
716,1809
717,2072
718,2199
719,2016
72,2537
720,2555
721,1776
722,1973
723,1836
724,3459
725,2420
726,2427
727,2330
728,2377
729,2763
73,2481
730,2029
731,2751
732,2627
733,2411
734,2431
735,2441
736,2194
737,3032
738,2270
739,2423
74,2442
740,2328
741,2406
742,2429
743,1893
744,1823
745,2582
746,1930
747,2442
748,2175
749,2501
75,1844
750,2207
751,3102
752,3088
753,2717
754,1921
755,2969
756,2435
757,1828
758,2017
759,2428
76,1854
760,1663
761,1941
762,1988
763,1889
764,2546
765,2367
766,2302
767,2131
768,1808
769,1738
77,1932
770,2095
771,2270
772,1738
773,1938
774,2017
775,2190
776,1969
777,1681
778,1800
779,2157
78,1961
780,1642
781,2281
782,2141
783,2544
784,2081
785,2454
786,2592
787,2081
788,2245
789,2108
79,2005
790,1894
791,3157
792,2388
793,1962
794,3160
795,1999
796,2509
797,2663
798,3182
799,2489
8,2361
80,1798
800,1908
801,2553
802,2427
803,2147
804,2722
805,2486
806,2494
807,2257
808,2848
809,2996
81,1803
810,2987
811,2282
812,2449
813,2612
814,3383
815,2674
816,3119
817,3060
818,2253
819,2371
82,2177
820,2825
821,2746
822,2315
823,3005
824,2024
825,2338
826,2787
827,2033
828,2301
829,3075
83,2090
830,2244
831,2931
832,1868
833,2479
834,2470
835,2254
836,2395
837,2070
838,2548
839,2488
84,2180
840,2392
841,2364
842,2435
843,2651
844,2509
845,2236
846,2470
847,2378
848,2633
849,2581
85,2414
850,2179
851,2606
852,2720
853,2718
854,2598
855,2684
856,2300
857,2781
858,2658
859,2982
86,2500
860,2347
861,2281
862,2394
863,2250
864,2238
865,2201
866,2207
867,2113
868,2198
869,2207
87,2197
870,2261
871,2263
872,2067
873,2356
874,2228
875,2351
876,2198
877,1467
878,2403
879,2398
88,2123
880,1868
881,2533
882,1656
883,2010
884,2588
885,1492
886,2319
887,1388
888,1825
889,2964
89,2402
890,2915
891,3080
892,2364
893,1393
894,2372
895,2338
896,1628
897,3085
898,2379
899,2161
9,2970
90,2189
900,2317
901,1923
902,2027
903,1770
904,1620
905,1953
906,2565
907,2446
908,2367
909,2515
91,2692
910,2918
911,1531
912,2067
913,2130
914,2866
915,2352
916,2497
917,2381
918,2170
919,2001
92,2979
920,2124
921,2409
922,2324
923,2355
924,2078
925,2843
926,2381
927,2557
928,2150
929,2381
93,3182
930,1866
931,2186
932,1962
933,2447
934,2465
935,2186
936,2280
937,2852
938,2699
939,2398
94,3132
940,2522
941,2102
942,2492
943,1799
944,2644
945,1780
946,2557
947,2127
948,1800
949,1644
95,2653
950,2531
951,2462
952,2241
953,2197
954,2407
955,1774
956,2134
957,2290
958,2137
959,2410
96,3468
960,2005
961,1794
962,2290
963,2194
964,2003
965,1949
966,1816
967,1790
968,2200
969,3145
97,2978
970,1905
971,1913
972,2062
973,3246
974,3529
975,2432
976,1910
977,2501
978,3173
979,2406
98,3472
980,2566
981,3336
982,2099
983,2427
984,3396
985,3122
986,2084
987,2661
988,1818
989,2395
99,2722
990,2260
991,2187
992,2929
993,3267
994,3198
995,2697
996,2488
997,2246
998,2827
999,2229
