,lat_dd_mod,household_id2,dist_market,lon_dd_mod,tsfirewood,hh_education,car_num,car,bicycle_num,bicycle,motorcycle_num,motorcycle,kerosene_num,kerosene,electric_num,electric,mobile_num,mobile,tv_num,tv,iddir,total_cons_ann,ess_id
148,11.06366245,3.09051E+16,40,37.07037898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21083.29297,13
149,11.06366245,3.09051E+16,41,37.07037898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20993.70508,13
150,11.06366245,3.09051E+16,41,37.07037898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21574.83008,13
151,11.06366245,3.09051E+16,38,37.07037898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3068.79248,13
152,11.06366245,3.09051E+16,40,37.07037898,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,25901.49609,13
153,11.06366245,3.09051E+16,39,37.07037898,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,12630.24219,13
154,11.06366245,3.09051E+16,39,37.07037898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5559.719727,13
155,11.23857324,3.02071E+16,107,38.31134088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35228.48438,19
156,11.23857324,3.02071E+16,108,38.31134088,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,22686.01172,19
157,11.23857324,3.02071E+16,107,38.31134088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57021.95703,19
158,11.23857324,3.02071E+16,108,38.31134088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5475,19
159,11.23857324,3.02071E+16,105,38.31134088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2724.066895,19
160,11.23857324,3.02071E+16,107,38.31134088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66601.53125,19
161,11.23857324,3.02071E+16,107,38.31134088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11498.01953,19
162,11.23857324,3.02071E+16,107,38.31134088,300,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,32278.06055,19
163,11.23857324,3.02071E+16,107,38.31134088,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48176.36719,19
164,11.23857324,3.02071E+16,107,38.31134088,15,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,43822.4375,19
165,11.28282106,3.07131E+16,56,36.95968793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16700.47656,28
166,11.28282106,3.07131E+16,56,36.95968793,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,15202.29883,28
167,11.28282106,3.07131E+16,55,36.95968793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12555.47754,28
168,11.28282106,3.07131E+16,55,36.95968793,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19323.8457,28
169,11.28282106,3.07131E+16,56,36.95968793,30,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,30747.8457,28
170,11.28282106,3.07131E+16,55,36.95968793,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,17727.05859,28
